hospital_name,department,rank,url,province,city,region
南昌大学第一附属医院,超声医学,获提名,https://www.cdyfy.com/,江西,南昌,华东区
厦门大学附属第一医院,超声医学,获提名,https://jiankang.baidu.com/med/template/#/pages/hospital/iframe/index?pcIframeSrc=https%3A%2F%2Fjiankang.baidu.com%2F%23%2Fpages%2Fbrand%2Fsearch%2Findex%3Fatn%3Dsearch%26clk_loc%3Dsearch5041_module2_dxwz%26customParams%3DmedQuSndDept%253D%2525E5%2525A6%252587%2525E7%2525A7%252591%26from_sf%3D1%26hidden_tab%3D1%26hospital_name%3D%25E5%258E%25A6%25E9%2597%25A8%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%26openapi%3D1%26pd%3Dmed%26resource_id%3D5216%26search_channel%3Dwz%26search_section%3Dwz%26sf_ref%3Dsearch_5041_pc%26title%3D%25E6%2590%259C%25E7%25B4%25A2%26vn%3Dmed%26word%3D%25E5%258E%25A6%25E9%2597%25A8%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%2B%25E5%25AE%2598%25E7%25BD%2591,福建,厦门,华东区
常州市第一人民医院,超声医学,获提名,,江苏,常州,华东区
福建省立医院,超声医学,获提名,https://www.fjsl.com.cn/,福建,,华东区
上海交通大学医学院附属新华医院,超声医学,获提名,https://www.xinhuamed.com.cn/,上海,上海,华东区
中国科学技术大学附属第一医院（安徽省立医院,超声医学,获提名,https://www.ahslyy.com.cn/,安徽,,华东区
福建医科大学附属协和医院,超声医学,获提名,https://www.fjxiehe.com/,福建,,华东区
江苏省人民医院（南京医科大学第一附属医院,超声医学,获提名,https://www.jsph.org.cn/,江苏,南京,华东区
中国人民解放军东部战区总医院,超声医学,获提名,,江苏,南京,华东区
上海市第十人民医院（暨同济大学附属第十人民医院,超声医学,获提名,,上海,上海,华东区
安徽医科大学第一附属医院,超声医学,获提名,https://www.ayfy.com/,安徽,,华东区
南京大学医学院附属鼓楼医院,超声医学,获提名,https://www.njglyy.com/,江苏,南京,华东区
山东第一医科大学附属省立医院（山东省立医院,超声医学,获提名,https://www.sph.com.cn/,山东,,华东区
东南大学附属中大医院,超声医学,获提名,https://www.njzyy.com/,,,华东区
山东第一医科大学附属省立医院,超声医学,获提名,,山东,,华东区
（山东省立医院,超声医学,获提名,https://www.sph.com.cn/,山东,,华东区
江苏省人民医院,超声医学,获提名,https://www.jsph.org.cn/,江苏,,华东区
（南京医科大学第一附属医院,超声医学,获提名,https://www.jsph.org.cn/,江苏,南京,华东区
蚌埠医学院第一附属医院,超声医学,获提名,,安徽,蚌埠,华东区
浙江省人民医院,超声医学,获提名,https://www.hospitalstar.com/,浙江,,华东区
青岛市市立医院,超声医学,获提名,,山东,青岛,华东区
南昌大学第二附属医院,超声医学,获提名,https://www.jxndefy.cn/,江西,南昌,华东区
温州医科大学附属第一医院,超声医学,获提名,,浙江,温州,华东区
徐州医科大学附属医院,超声医学,获提名,,江苏,徐州,华东区
浙江医院,超声医学,获提名,,浙江,,华东区
青岛大学附属医院,超声医学,获提名,https://www.qduh.cn/,山东,青岛,华东区
山东大学附属生殖医院,超声医学,获提名,,山东,,华东区
苏州大学附属第一医院,超声医学,获提名,,江苏,苏州,华东区
上海交通大学医学院附属新华医院,妇产科,1,https://www.xinhuamed.com.cn/,上海,上海,华东区
安徽医科大学第一附属医院,妇产科,2,https://www.ayfy.com/,安徽,,华东区
上海市第一人民医院,妇产科,3,https://www.firsthospital.cn/,上海,上海,华东区
复旦大学附属中山医院,妇产科,4,https://www.zs-hospital.sh.cn/,广东,中山,华东区
上海交通大学医学院附属仁济医院,妇产科,5,https://www.renji.com/,上海,上海,华东区
海军军医大学第一附属医院,妇产科,6,,,,华东区
中国科学技术大学附属第一医院（安徽省立医院,妇产科,7,https://www.ahslyy.com.cn/,安徽,,华东区
福建医科大学附属第一医院,妇产科,8,https://www.fyyy.com/,福建,,华东区
上海交通大学医学院附属瑞金医院,妇产科,9,https://www.rjh.com.cn/,上海,上海,华东区
山东大学齐鲁医院,妇产科,10,https://www.qiluhospital.com/,山东,,华东区
浙江省人民医院,妇产科,获提名,https://www.hospitalstar.com/,浙江,,华东区
青岛大学附属医院,妇产科,获提名,https://www.qduh.cn/,山东,青岛,华东区
福建医科大学附属协和医院,妇产科,获提名,https://www.fjxiehe.com/,福建,,华东区
南昌大学第一附属医院,妇产科,获提名,https://www.cdyfy.com/,江西,南昌,华东区
复旦大学附属华山医院,妇产科,获提名,https://www.huashan.org.cn/,,,华东区
上海交通大学医学院附属第九人民医院,妇产科,获提名,https://www.9hospital.com.cn/,上海,上海,华东区
山东第一医科大学第一附属医院（山东省千佛山医院,妇产科,获提名,,广东,佛山,华东区
福建省肿瘤医院,妇产科,获提名,,福建,,华东区
济宁市第一人民医院,妇产科,获提名,,山东,济宁,华东区
江苏省人民医院（南京医科大学第一附属医院,妇产科,获提名,https://www.jsph.org.cn/,江苏,南京,华东区
浙江大学医学院附属邵逸夫医院,妇产科,获提名,https://www.srrsh.com/,浙江,,华东区
江西省妇幼保健院,妇产科,获提名,,江西,,华东区
上海集爱遗传与不育诊疗中心,妇产科,获提名,,上海,上海,华东区
福建省妇幼保健院（福建省妇儿医院,妇产科,获提名,,福建,,华东区
山东第一医科大学附属省立医院（山东省立医院,妇产科,获提名,https://www.sph.com.cn/,山东,,华东区
中国人民解放军东部战区总医院,妇产科,获提名,,江苏,南京,华东区
温州医科大学附属第一医院,妇产科,获提名,,浙江,温州,华东区
南京市妇幼保健院,妇产科,获提名,,江苏,南京,华东区
江苏省人民医院,妇产科,获提名,https://www.jsph.org.cn/,江苏,,华东区
（南京医科大学第一附属医院,妇产科,获提名,https://www.jsph.org.cn/,江苏,南京,华东区
烟台毓璜顶医院,妇产科,获提名,,山东,烟台,华东区
浙江大学医学院附属第二医院,妇产科,获提名,https://www.z2hospital.com/,浙江,,华东区
中国科学技术大学附属第一医院,妇产科,获提名,,,,华东区
（安徽省立医院,妇产科,获提名,https://www.ahslyy.com.cn/,安徽,,华东区
南昌大学第二附属医院,妇产科,获提名,https://www.jxndefy.cn/,江西,南昌,华东区
浙江大学医学院附属第一医院,妇产科,获提名,https://www.zy91.com/,浙江,,华东区
南昌大学第一附属医院,耳鼻喉科,1,https://www.cdyfy.com/,江西,南昌,华东区
福建省立医院,耳鼻喉科,2,https://www.fjsl.com.cn/,福建,,华东区
山东第一医科大学第一附属医院（山东省千佛山医院,耳鼻喉科,3,,广东,佛山,华东区
复旦大学附属中山医院,耳鼻喉科,4,https://www.zs-hospital.sh.cn/,广东,中山,华东区
山东大学齐鲁医院,耳鼻喉科,5,https://www.qiluhospital.com/,山东,,华东区
复旦大学附属华山医院,耳鼻喉科,6,https://www.huashan.org.cn/,,,华东区
中国人民解放军联勤保障部队第910医院,耳鼻喉科,7,,,,华东区
上海交通大学医学院附属仁济医院,耳鼻喉科,8,https://www.renji.com/,上海,上海,华东区
海军军医大学第一附属医院,耳鼻喉科,9,,,,华东区
厦门国宇健康管理中心,耳鼻喉科,10,,福建,厦门,华东区
上海市肺科医院,耳鼻喉科,获提名,https://www.shsfkyy.com/,上海,上海,华东区
上海市公共卫生临床中心,耳鼻喉科,获提名,,上海,上海,华东区
浙江大学医学院附属邵逸夫医院,耳鼻喉科,获提名,https://www.srrsh.com/,浙江,,华东区
山东省公共卫生临床中心,耳鼻喉科,获提名,,山东,,华东区
浙江大学医学院附属第一医院,耳鼻喉科,获提名,https://www.zy91.com/,浙江,,华东区
苏州市第五人民医院,耳鼻喉科,获提名,,江苏,苏州,华东区
苏州市立医院,耳鼻喉科,获提名,,江苏,苏州,华东区
福建省福州肺科医院,耳鼻喉科,获提名,,福建,福州,华东区
安徽省胸科医院,耳鼻喉科,获提名,,安徽,,华东区
杭州市红十字会医院,耳鼻喉科,获提名,,浙江,杭州,华东区
江西省胸科医院,耳鼻喉科,获提名,,江西,,华东区
南京市第二医院,耳鼻喉科,获提名,,江苏,南京,华东区
山东省胸科医院,耳鼻喉科,获提名,,山东,,华东区
南京脑科医院（南京市胸科医院,耳鼻喉科,获提名,,江苏,南京,华东区
江苏省人民医院（南京医科大学第一附属医院,耳鼻喉科,获提名,https://www.jsph.org.cn/,江苏,南京,华东区
浙江大学医学院附属第二医院,耳鼻喉科,获提名,https://www.z2hospital.com/,浙江,,华东区
同济大学附属东方医院（上海市东方医院,耳鼻喉科,获提名,https://www.easthospital.cn/,上海,上海,华东区
安徽医科大学第一附属医院,耳鼻喉科,获提名,https://www.ayfy.com/,安徽,,华东区
同济大学附属杨浦医院,耳鼻喉科,获提名,,,,华东区
上海交通大学医学院附属瑞金医院,耳鼻喉科,获提名,https://www.rjh.com.cn/,上海,上海,华东区
厦门大学附属第一医院,耳鼻喉科,获提名,https://jiankang.baidu.com/med/template/#/pages/hospital/iframe/index?pcIframeSrc=https%3A%2F%2Fjiankang.baidu.com%2F%23%2Fpages%2Fbrand%2Fsearch%2Findex%3Fatn%3Dsearch%26clk_loc%3Dsearch5041_module2_dxwz%26customParams%3DmedQuSndDept%253D%2525E5%2525A6%252587%2525E7%2525A7%252591%26from_sf%3D1%26hidden_tab%3D1%26hospital_name%3D%25E5%258E%25A6%25E9%2597%25A8%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%26openapi%3D1%26pd%3Dmed%26resource_id%3D5216%26search_channel%3Dwz%26search_section%3Dwz%26sf_ref%3Dsearch_5041_pc%26title%3D%25E6%2590%259C%25E7%25B4%25A2%26vn%3Dmed%26word%3D%25E5%258E%25A6%25E9%2597%25A8%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%2B%25E5%25AE%2598%25E7%25BD%2591,福建,厦门,华东区
福建医科大学附属第一医院,耳鼻喉科,获提名,https://www.fyyy.com/,福建,,华东区
福建省人民医院（暨福建中医药大学附属人民医院,耳鼻喉科,获提名,,福建,,华东区
南京大学医学院附属鼓楼医院,耳鼻喉科,获提名,https://www.njglyy.com/,江苏,南京,华东区
南京大学医学院附属苏州医院,耳鼻喉科,获提名,,江苏,南京,华东区
山东第一医科大学附属省立医院（山东省立医院,耳鼻喉科,获提名,https://www.sph.com.cn/,山东,,华东区
上海市第六人民医院,耳鼻喉科,获提名,https://www.6thhosp.com/,上海,上海,华东区
上海交通大学医学院附属新华医院,耳鼻喉科,获提名,https://www.xinhuamed.com.cn/,上海,上海,华东区
复旦大学附属华东医院,耳鼻喉科,获提名,,,,华东区
中国人民解放军东部战区总医院,耳鼻喉科,获提名,,江苏,南京,华东区
浙江省人民医院,耳鼻喉科,获提名,https://www.hospitalstar.com/,浙江,,华东区
蚌埠医学院第一附属医院,耳鼻喉科,获提名,,安徽,蚌埠,华东区
徐州医科大学附属医院,耳鼻喉科,获提名,,江苏,徐州,华东区
济宁市第一人民医院,耳鼻喉科,获提名,,山东,济宁,华东区
中国科学技术大学附属第一医院（安徽省立医院,耳鼻喉科,获提名,https://www.ahslyy.com.cn/,安徽,,华东区
南通大学附属医院,耳鼻喉科,获提名,,江苏,南通,华东区
青岛市市立医院,耳鼻喉科,获提名,,山东,青岛,华东区
复旦大学附属儿科医院,耳鼻喉科,获提名,https://ch.shmu.edu.cn/,,,华东区
安徽医科大学第二附属医院,耳鼻喉科,获提名,https://www.ay2fy.com/,安徽,,华东区
南京医科大学附属儿童医院,耳鼻喉科,获提名,,江苏,南京,华东区
苏州大学附属第一医院,耳鼻喉科,获提名,,江苏,苏州,华东区
浙江大学医学院附属儿童医院,耳鼻喉科,获提名,https://www.zju-ch.com/,浙江,,华东区
版权声明:本排行榜的版权属于【复旦大学医院,耳鼻喉科,获提名,,,,华东区
未经复旦大学医院,耳鼻喉科,获提名,,,,华东区
沪ICP备2023031494号版权所有 复旦大学医院,耳鼻喉科,获提名,,,,华东区
地址:上海市徐汇区医学院,耳鼻喉科,获提名,,上海,上海,华东区
南方医科大学南方医院,病理科,1,https://www.nfyy.com/,广东,广州,华南区
中山大学附属第一医院,病理科,2,https://www.gzsums.net/,广东,中山,华南区
中山大学附属第三医院,病理科,3,https://www.zssy.com.cn/,广东,中山,华南区
中山大学肿瘤防治中心,病理科,4,,广东,中山,华南区
广西医科大学第一附属医院,病理科,5,https://www.gxmuyfy.cn/,广西,,华南区
广东省人民医院,病理科,6,https://www.gdghospital.org.cn/,广东,,华南区
深圳市第三人民医院（南方科技大学第二附属医院,病理科,7,https://www.szdsrmyy.com/,广东,深圳,华南区
广州市第八人民医院,病理科,8,http://www.baidu.com/link?url=sZKix2aWCFVUVmKDITEM_4lO3IDjgsRzw5gQRrxBKEhnCTa39gNYN4nyYr5pJBVJqeJQ0NHpJK5GjctXCp2zjvxKpjEetw2UWh26k1hLkV4WjXf04mFMkB8RlVb2PHtBBn11BYj11auA0mnUfPs8k0WL8MvXxx_-fgxc9XENZn3krydY1W6YYoRySuoo1yH1rOZFRWT-TYqcvNJQ_q5lW1CMlXHGqowp-_IW65iPdHPsOlV_-hD7yN_ItYCrnfo3RqjjbU7letKYK8SV76RPwFb3RdLrpOrtjXD4E0ZXURS-RXcOmdVvmnhE57GDm8xf477NYrjRFsCdEE0CyhZ-OPrHcLYqRs7L8jb0sOpkVu1o-oMYn9wrVE7jfTmeaWJoQ3HbMZl0Oncmls83H-UqI0JZw6bRZblZVew15wXoZfNWR2xxebcCnQmNZ5tjxLTHqLtEqnXmVZpoOrwx9H9tqC8e5Uf1lw_GyGOiPr4n8x95HAAadPhDyPvifcbkZNkrcSsCVdIKljpMNtOLYE6Ja4Z1MYS-ExHcEySuWPVRx2spmKX-bYio02btTiNjV6PbMJmCLSlg3iVqEkGy_D212NEJj4LmhocaW4CSpjGqxkEj1mWnOX38kt5ASelU8mN_pajhlZEJi7eDp1FgX3Bkae5BBOiAY8RyqX0Wnz2ydlqXGQ4wm0-I6v3N_TR3b7UIBqjxtmW9I-Jm1rINOePpcFQxoFX-1GCtgF8fyhj9wXAUXeS4MByi0V63_vu-9u90OnmGziHRC0PoO-pPnnmt5V8NOXiwkpENyE3RzUQ4yxYznSuDVWAaatuYCEuXeEB1xpnz0GGqKtICIz9Er76G4KjMNya-JRr2EruvNsVKWBFP12HB9HYeOrLvZrHy-2-aEnJAH0aEWY6HPSrwPN81E42wosrHT5NVcChz47BiPGwepbbu89LGx9JFucQpfNHDB27-6sUdijQfPChJmCWPEnOa-hIykrrQP76oft1RI9i9M7q3Me1yc6-xC0-jyty_KFCDFny3jxgWRylLWMwPLu8vmST5fL7Mw1nO8wYjFtXhpylH7e3lRAx2DwFZlxec8BUwDG2_Gc1CKKK8ZC-ZFXgjObaEaUEOj0WRakYcD44UarYlRpooiDQjL4h3NwDs1Q-u8mbhSF9-NIW1keoYLq,广东,广州,华南区
海南医科大学第一附属医院,病理科,9,http://www.baidu.com/link?url=gNYKpU-jIP3HlSZ02nskkeFTfcye3m5EIdTAh9hFMyqSVBsZ-bED6OkSCX_1NrtAuzhpVgJJX5RKaKNy6HVp3mrLN8IM_EvErhLXonoTGgvd9rmF2ddig-dwGSlq99dShDTK5VA5L193pQsZALUJVj7_Xo5YQ2aW3Dd9zWc6N3kO6SWfth-6ecHkMWpEOftXzjTYsfDZRrTtq57-4fTOpHKlXTBKf6-A8Ow5gHSKOreg42XY1WZc7goIQJkasdw0CWBAg3aA6uFoYMTqrLMJJRIHA7DvEhKML5KYqDYDUR_L191N4B2eqe7lH2hnsX41pmjjL7dp9JYf_meSdsO3EJNpYa3rVEb2V8ik1nbB12IwntxImaNErN_zCj1WtzvlDogeg2XuX17mOBGO83ClSJ8DCdEUmC9Vsf3PphIag9mzEmoIpRfCTVVldRspGb_JzHaBbco3UFrJi4qegugWfsOIZkII-2Qv7z-V0M1Z-gCXCLBPK3TdPHgsju_B1YRWaJ5SZDheFUN3oNnB8O-mxbYwGv3noriQ0yDX75uRb8ykm97wXfsFYv1PKMHMG45zTaEA6J-lweMXCsOxM8qgLsvutXtYSFs9Z9Do--ScwKJIYuJFjUEqeEAfHDPwJTz_5-0ROme_dZ_rBU1EnQoOOUQh8xwi5_iL8WdlKM7OeyRNVEnGhm-QXj9WuxA1YtdqSBiGcuEmB3IWjgGYqVjYLTzcu-fUpJerBC44tMtepEVwcnujPZR57_KabSKJUqvOIN81MNgn8WbYSweyPKYmOrW_bbeTHZnEWw_DB-2cttFmBi5XyFSP_biqlIi4YTjOftBiZ_yqGb9Ql3pf_bXg3EuhQeT8b7hLmKFEYncEdsSUTekp13S4_bG84pDJFxNCqOYWjq7pzb-1d5r7mmiF2UWrDCRHL1ZA2mEQ_C6f2HaNqbCFlZghP9K0-ffg0dy-0E7HcXlyyU2ig65bFhmfidBnIFkL1V7InXvqS_FOAZYaey7C9NbaJnqBxAyuEV97GJlsF2_sKZO7qA-qIsCZZLjvi5FZOXZED1lv1RxHRzE1EZEAzoqUYaa-mBmAh7Yk__YfwNenKaijf76ERopxzMsG79Z0ZY9T9FQcEAsK9kz_WF-4SqRIusyJ1vw4Oy2jbanV581oV_Qq0Axyy6qsQT0YmJJx-LL_8beUFrjiDGe8HvxJJa7V9ljP8F-JxOaU,青海,海南,华南区
北京大学深圳医院,病理科,10,http://www.baidu.com/link?url=HPcUsVFOq4Ps6PVZmUcVrKpVnvDBI4bosR5j-WurN2-EPScfo3SzUz_247wdMdIc,北京,北京,华南区
深圳市人民医院,病理科,获提名,https://www.szhospital.com/,广东,深圳,华南区
广州医科大学附属第一医院,病理科,获提名,http://www.baidu.com/link?url=e7IrzROBijn2B-MtVw6kDnpAm41XqNdY6XyiAqouHJaPbWpz_AS-NnmO3gpBTQwWZyt-bb-AndiJJp036F9eN_,广东,广州,华南区
中山大学孙逸仙纪念医院,病理科,获提名,http://www.baidu.com/link?url=ExEDNZHjoQsGg8u0H_EZ8lEav9zy9citgFczvi-GeFSXsZvwdveGe5PK77bBHA3j0sBcc5-vluQbCGXRWSsSHhXzR2lmBh-afpHNNupni7hdYI-LXzKwl-hQWZhyvUmU34NQFmmwwOe30mTE5MEiemooxbVfzYg_WaIs_MtP8uwvJh8-FZt_-Iwvnan1obgRSHnCtQLWTT2bVQ4Ca1t5i8BIBXWvbFb0KkGe_6hbgcm11iIUxpeNJH1Rp95ZzCV4FxqvUY0Pv0gmBB0z6Z9UocXrHKNQcbtJSYsEQxQbHXaODxzgm2zssJE0zYmt8OtjUJNvgNTbSU5R3AGcWFn6xWOk6TS4HAG0gpUEwCyWYnDB7CTHCRD36vO4yXIhRjw5vghXuj90RCLRtn_LfJ-w6yu2CEgWnm9VN3qP10k-Q80C8WW_imki2ArCK3t6aSWjCAX55sjm89CSOb9YnYCs7tQEuJu_3o4hxo0Fg1sY29a2OFsv5fUrzXqDw8yaBD6J89GE9uGSJUg8XlaIgzaF1MQC3Vn5p6lQubrm-yrGSko1Hhcc2-5YrrqvEsN1_65XAmeijwubGT0ZOjGf9mC4dJFb4PiewPeBScFV76Hg8gD16RLZNLk6oA3uuUfMo8PTZTtdwGliQDJ5CJeJiPChsRSAIuWdCVfqWTsB7B_vtzgsomjV3zsNSsUZpZ7TEodusvs4XqzSV8cZkCjTAEijnMYJORl8zs4j7rNOaXGh1HFsFegSqMM5jmSTue4-5R5tgE_mib88ytUtmFsJEu_bg0zOW1pbFW0Nd8mBvLAcOjUZzuTs5or_Uv1q2bAEWDAF0UfmBPA1o4roElcRcIbu6n8SBMerbodhsWTyUpiAIpv8XLWlKcW8VCCwAphnP9SL2DyfvV4ORjVI-JEfG1Qa3Era5jUcNVIRChSmGvwnKYRegsQewKhXemPgY04SiruX36xYVuNpqYHNS7UqB3rqDRMAI6HClJqvnNPBIuAArpGcQM1MkUi_8BzePIWuHiCjqQjV95jogAmR7OATHBrdUyUWFiuHpLng9vrLkZsw38ZGS-PDL-67rqrDpBIrS7ffl4fYIMZNV05iP0EqKa-AS81NZ41_NtIl6mM3PMbhvgYrckoaZ0OuU7iKgSczBbXOHKqB0F4NnDYlZ5roMLLBiO869ufQtjIpsSGWDh8U5KqpMev_K2hDEMlPlqM5T6NH,广东,中山,华南区
南方医科大学珠江医院,病理科,获提名,https://www.zjyy.com.cn/,广东,广州,华南区
海南省人民医院,病理科,获提名,https://www.phhp.com.cn/,青海,海南,华南区
中山大学附属第一医院,放射科,1,https://www.gzsums.net/,广东,中山,华南区
广东省人民医院,放射科,2,https://www.gdghospital.org.cn/,广东,,华南区
中山大学孙逸仙纪念医院,放射科,3,http://www.baidu.com/link?url=de8QcGNlavaQvFlJvikUUUhRssHj0kM9NnR-mVL3QkQQcrCjYELaVqz8AegZL714I803hcej4TUgL5aTSVuhck2k0VYg6uCu-EgJIKAxQ_ESAuehrFMCQ5dW0eCZFsrL0GdaV4-fzkDLqq8g2groQnljugQ2kRH8nQ_hCa-mXnQGAksOxMOio0B3Hxid_tFr9MVHsnkq_I49tP-SDkkU_4NP3uMRPiQPM6aKhwfFfhWG2j7egs4f4izOxIRIk8y3JVhd-BF0vQ_20ncuNeiyKn0NfVS22jYgS0EbpwlSUmR0pW2dZrEQfKWKggA_gTDMXhpBlINOOYFpiVZo60bu1yEG8qmFf69DzZYoFa_rntgPDPHTMU7KudcZMvTZ0KuLl_yb7yV9W1f3jraT69Pi16cQQ2BmUIwdL9xSmWXyUXAmznbK3SniNTEdhunI7Wb93Bs7eAMlzokcCZen4LPqJOiEzF-zub2l4ouwX6-CKxr_Xx0kRdaB1qK5MAfiSBB18tg_xMxHQnwwAr8kZ5B8jV4GHfO7enx0KP-zmanADYi2QUEUwRmaoAFavVL6V1uK1a8fKXmLnQ0juOsM_OO4Z7vxUjSTIsigtZ_CVHaYshMicBe_SK1v__lygazbyUsvvYly8JVwKoeAxHDCm8amtdk1_YzwAKwtOemw1RgaFb4Wu_1HibhmWstghb0CIQVXtQOupeoqFvExocNPVJqQ8Jf93j3D-KkssJC-AuZ7S00x1fG8YJG9DeD3_wEgpnREuHo2xf3eiE7Zw_LtXtRFDjetRtwG60Ie3XDY366Or2TOAfNY9qakMgqTIIAPDp9Pqwi-9G50tImNsPqrylgMUQyP-8obNV0jQfSaa7U9z9kXia-i7kWEZBulvgj9LLtG3D9XDRspMYfFrerL1EwbtbpKAtTFikg47xO_dIqaCYMnUzqyu87K92rOVLMzWuKBU7B_S-PLcGMsXwYJgv9aRvPvzUm5OLck4jNc2fq8zVVyWMZkmMQIcxBgEUxEeQF4hQJ7fdybSt_i0I9p8trIA67hSydm--I9u2tSVHVuJB-zW89ac7KsBfVJQ_fBgEvelR1bdYnX_GyMdBNDgN5tfRsE3abq1p61vY0RVwSELdUQ4a2Q2dvb57O1Fp_eFKazlBTWb0RGC8Zz8-U1kP2mBwBSLSBN9vivgUUCbpDvMeNGGz2Rlsmb7HjpG9x9FXO5,广东,中山,华南区
广西医科大学第一附属医院,放射科,4,https://www.gxmuyfy.cn/,广西,,华南区
中山大学附属第三医院,放射科,5,https://www.zssy.com.cn/,广东,中山,华南区
海南省人民医院,放射科,6,https://www.phhp.com.cn/,青海,海南,华南区
南方医科大学南方医院,放射科,7,https://www.nfyy.com/,广东,广州,华南区
广西壮族自治区人民医院,放射科,8,https://www.gxhospital.com/,广西,,华南区
南方医科大学珠江医院,放射科,9,https://www.zjyy.com.cn/,广东,广州,华南区
广西医科大学第二附属医院,放射科,10,https://www.gxmuefy.com/,广西,,华南区
广州医科大学附属第一医院,放射科,获提名,http://www.baidu.com/link?url=-PV7o8xl4S99MD4-_9U8bERLRd3xsOX23iUFiKdRyrPotSxmepB3ndBTRCYesTSDAHzgnIn6Pb7Q2dm-xFR-3a,广东,广州,华南区
中山大学肿瘤防治中心,放射科,获提名,,广东,中山,华南区
佛山市第一人民医院,放射科,获提名,http://www.baidu.com/link?url=RMzHzG-PvvsypjrHlzO9mlVAyvOR4PCBvw5TpQHlYJHT8WfxWTm4hprsTKhw76czXHeo51CaCusayOqXtjsj460Svs3r6BMyXQ6rEn7HV5nQrPmWvQhXN5Hh5JhvKYSlNv_YkypwQEUZh0Mje8RUfnaiqhjFi5OScix6vd3GWihQF27iImQXZMhbBaD1GK9UFKnfyHAh4_9JCG2lhWu5LICLcXRkWV5N4GpTaavdpxnkPZ6z3FeW0GqoWw165BjF9jQTILdQ04bulGhrR4hlW3EZASZO_1V-udYUmZCLVixD8deF0H3rxk9ShJ1vHqUqw9_VlsSLuTafms8sCEZATFcTBBed3F-ygz_BpT1CJ8UzELON8NQIIM3xCd_DFUsxhqMoP25kl7u2q-7XtYrRf6jvlZEemIpD-e1kquH70ORkhOdyWw5wkgnuMwccorA3i8UtuaQCBYvxgAIogk-sLIw_nro-Qm-BeWVKCowh99AOiqY4nGbytQ3RvWVphEAHPn575P7rkGzZY3XDAkEOdC18XE6I2Xx9n2LEzxN8vBr7Rmug2PZc0dtJK8wrSTIxjFU9jdP3s4PWZEYD2OFmOU6xuHsLHJSVd14YiKj7zPbxJ6VvM8AIpf1mtGa5_F68eB-5bXG8f_fZwqT7_hFJg7SYqgRDbccDhWqVWCpFPvVgNIUSQQIol8DNVYQFtbcPTPPUBcls1UYM2XRMJzDGw6KMPsOGtbnVFne31m_ty9fYsvsL6-dSNYyyTT5pmgmIb7Lt2p4EECcbo-3p_K0S6I5xu7cIN5xtvBTjUBDpRsWXYv_xgit5dApC3j2SWm5DQRzdNUC9LOHt6RFVrAhR-F0BldK5GwbbpnaZo76NxiRfvFDz_d376hXSa56ZtnbehgbPqGzjB8jkWbRFuSxahic9EBFqDyTiga_SrhZcogcYonVCQiwpN5RaKHq-9dNJ6Am-f1q0lIEBORjyPzDWVkEag1WFSDpyUCT5WAgTmJPzXfYl4Us6QmCUPpyf1UFMrH01nm1G05hmEfHAigg3IoPJ4a3amA-ojm4mL4Gzf7cp5Okpcsvymim63DCK7mu2zJKcB-K1S07WLe-Dzc5wKt4K563DjjnAy9_tLRTIRiG,广东,佛山,华南区
海南医科大学第一附属医院,放射科,获提名,,青海,海南,华南区
深圳市人民医院,放射科,获提名,https://www.szhospital.com/,广东,深圳,华南区
深圳市第二人民医院（深圳大学第一附属医院,放射科,获提名,https://www.szrch.com/,广东,深圳,华南区
暨南大学附属第一医院（广州华侨医院,放射科,获提名,,广东,广州,华南区
广州市第一人民医院,放射科,获提名,https://www.gzhospital.cn/,广东,广州,华南区
中山大学附属第五医院,放射科,获提名,,广东,中山,华南区
广州医科大学附属第一医院,呼吸科,1,,广东,广州,华南区
中山大学附属第三医院,呼吸科,2,https://www.zssy.com.cn/,广东,中山,华南区
中山大学附属第一医院,呼吸科,3,https://www.gzsums.net/,广东,中山,华南区
南方医科大学南方医院,呼吸科,4,https://www.nfyy.com/,广东,广州,华南区
中山大学孙逸仙纪念医院,呼吸科,5,,广东,中山,华南区
广西医科大学第一附属医院,呼吸科,6,https://www.gxmuyfy.cn/,广西,,华南区
广东省人民医院,呼吸科,7,https://www.gdghospital.org.cn/,广东,,华南区
深圳市人民医院,呼吸科,8,https://www.szhospital.com/,广东,深圳,华南区
海南省人民医院,呼吸科,9,https://www.phhp.com.cn/,青海,海南,华南区
海南医科大学第一附属医院,呼吸科,10,,青海,海南,华南区
广西医科大学第二附属医院,呼吸科,获提名,https://www.gxmuefy.com/,广西,,华南区
广西壮族自治区人民医院,呼吸科,获提名,https://www.gxhospital.com/,广西,,华南区
广州市第一人民医院,呼吸科,获提名,https://www.gzhospital.cn/,广东,广州,华南区
